Date,聯電,鴻海,台積電,聯發科
2006-01-03,0.010988900040330707,0.02479322368747794,0.031147485425696564,0.0037638577586429633
2006-01-04,-0.005434683349127445,0.05376341337108337,0.007949178249519129,-0.029999793104875105
2006-01-05,-0.010928851514871663,0.03571428948145372,0.009463722002610808,0.012886506317054236
2006-01-06,0.008287139709858282,-0.014778195686665607,0.02343771602935152,-0.05852399620487592
2006-01-09,0.0328766541757719,-0.010000324585177078,0.03969448492340155,-0.013513788903416368
2006-01-10,-0.015914916465548212,-0.005050357392558769,-0.020558020562332247,-0.021917719354487275
2006-01-11,0.0,0.005075992971185439,-0.013493222691953188,0.012605017937026064
2006-01-12,-0.002695457238932275,0.0681820175200456,-0.004559119299940018,-0.03181199031373527
2006-01-13,-0.013513622344101917,-0.002364192137091492,-0.015267454423689486,-0.008571303777543782
2006-01-16,0.01643850850534956,0.06635082467114506,-0.009302264348685862,0.0
2006-01-17,0.010781471988805524,-0.01777771447893617,0.010954626597711403,0.010086384500529455
2006-01-18,-0.047999917360713074,-0.04977369216165595,-0.04643944231048591,-0.0427959049393527
2006-01-19,0.0196078540480098,-0.009523823587901825,0.006493354658135608,-0.02980632303466968
2006-01-20,-0.0027472932285279583,0.007211524364613364,0.008064568773728631,-0.0015360875701276866
2006-01-23,-0.0137741257892956,0.0,-0.011199882065738964,0.006153732327533135
2006-01-24,0.008379919784493817,-0.0023868604746977162,0.0016180048497769217,0.006116095512857411
2006-01-25,0.0055401562968457885,0.02870828258751823,0.025848245412785964,-0.02887532397677217
2006-02-03,-0.019283757863313156,-0.020930289806379676,-0.001575000649871372,0.0297338999715433
2006-02-06,0.011236028203765347,0.004750650746830454,0.04889571968591988,0.018237237954646046
2006-02-07,0.030555637305394567,0.00709238091039488,-0.022555886709981765,0.002985122559795661
2006-02-08,-0.018868022189063915,-0.004694890819280317,-0.029231012286158764,-0.002976238124227648
2006-02-09,0.0,0.009433781024366317,-0.001584796318583881,-0.010447620160601412
2006-02-10,0.0054944954991289485,-0.02803723600761121,-0.006348806653483363,-0.03318254644546814
2006-02-13,-0.02185797441241355,-0.03605792000887398,-0.0031954780939273952,0.023400771547645638
2006-02-14,0.0,0.007481490127724477,-0.001602256856711226,0.013719908568051498
2006-02-15,-0.016759747086620425,0.0,-0.016051530290344118,0.03458607681008963
2006-02-16,0.06818179039172745,0.04455426797715267,0.01794439346936394,0.0029070903882444377
2006-02-17,0.015957594815884102,-0.011847994115587679,-0.011217642083530377,-0.014492785491089344
2006-02-20,0.002617666047626699,0.004796020873320428,0.016207172754683752,0.0
2006-02-21,-0.007832841068533991,-0.016706543068734647,-0.009569441578164306,-0.008823670802022177
2006-02-22,-0.015789619050597947,-0.016990293454472227,-0.003220377938187524,-0.026706185707659147
2006-02-23,0.002673836557092857,-0.01728395288605966,-0.017770520483512242,-0.027438835926133942
2006-02-24,0.0159999724535711,0.01758794204777625,0.0032892989350845614,0.02821296689577668
2006-02-27,0.005249421836249546,0.01728395288605955,-0.0016393550326384565,0.022866047037243487
2006-03-01,0.0026108317619673027,-0.02427183345491979,-0.00820984372016087,0.0417286740974403
2006-03-02,0.010416908263834568,0.039800852765212724,0.038079050905099665,-0.02432028823109844
2006-03-03,0.007731816250219792,-0.01913878911186717,-0.014353782657636871,0.0014659955239475497
2006-03-06,0.007672747967774285,0.0073173634215535355,-0.014563327778825408,0.026354407488964338
2006-03-07,-0.025380915834951057,-0.007264208567495101,-0.013136245133460123,-0.02425096688786199
2006-03-08,-0.020833212983814797,-0.026829189580595658,-0.018302816205380323,-0.020467960668423046
2006-03-09,0.0,0.005012487954287437,0.013559612250466202,0.005970039253802462
2006-03-10,0.018617032517662002,-0.0049874882296143674,0.02675542254103358,-0.010385754045130868
2006-03-13,0.013054936820758645,-0.005012591584462878,0.0,0.02848583845332464
2006-03-14,-0.020618603325545437,0.0,-0.022801002331341302,-0.02186573826808469
2006-03-15,0.007894678833120894,0.007556974664653104,0.018333052930526783,0.052160859751713584
2006-03-16,-0.0026108317619674137,0.017499689369918192,-0.009819902430914573,0.01416427237295137
2006-03-17,0.007853431502599317,-0.009827925458205766,0.0033056100467563354,0.029329662389806943
2006-03-20,0.0,-0.0074439502924043,-0.008236960901678692,0.001356842622849852
2006-03-21,-0.0077922357131738895,-0.01500017676453913,0.0049832890683363384,-0.040650434361358845
2006-03-22,-0.007853431502599428,-0.05583749686213635,-0.01487567152070135,0.001412419564329248
2006-03-23,0.0,0.010752482601145585,0.0,0.00423108780530157
2006-03-24,0.0,-0.005319103310624684,0.003355658898667624,0.002809292769827776
2006-03-27,0.021107965058196232,0.013369034506158561,0.008360924394895441,0.008403302362602894
2006-03-28,0.007751967828276918,0.02374676863039027,0.018241978344387455,0.001388943078237892
2006-03-29,0.010256562630392096,0.010309294830123994,0.008143505930137351,0.03606102847493853
2006-03-30,0.010152349527541515,0.012754937630842234,0.016154937035963712,-0.012048231331556303
2006-03-31,0.030150779268574235,0.01259461060026168,0.020667863448749824,0.017615364737199046
2006-04-03,0.03170705373999305,0.01741283451347808,0.009345484205738552,0.0
2006-04-04,0.0,-0.007334849375416175,-0.004629477394993531,0.0013313035026090159
2006-04-06,0.014184451564334788,0.012315112150502516,0.0217058781624222,0.01063846893207443
2006-04-07,0.002331114047931404,0.01459891759637788,0.022761359500217182,-0.013158104083594857
2006-04-10,0.009302154397499374,-0.01678696546870917,-0.005934521744802579,-0.00533335801771051
2006-04-11,-0.03917047931542217,-0.0048776035652443595,-0.01343262562220049,0.010723848858449792
2006-04-12,-0.023980695014109266,0.01960766628172772,0.01059002057758307,0.013262874755817444
2006-04-13,-0.004913914571620381,0.007211524364613364,0.005987704540205696,-0.026178125472780533
2006-04-14,0.041975187127409885,0.016706543068734536,0.011904603039956996,0.01612916681523613
2006-04-17,-0.0047394063973512646,-0.004694890819280317,-0.002940845921217461,-0.03439171539070118
2006-04-18,0.004761975333712032,-0.009433976064134542,0.0014749355761811689,0.0041095605698842075
2006-04-19,0.01895739021960008,0.0214283323390021,0.022091099546810655,-0.0013641216193330807
2006-04-20,-0.0023256925932562122,0.02564104541196155,0.007204772261112158,0.01092913610556856
2006-04-21,0.03496539871967386,0.027272585457828624,-0.00858397262592836,0.050000012426129725
2006-04-24,0.013513187021816364,-0.013274314830178158,-0.015872777753284217,0.0038608576443655007
2006-04-25,-0.028888801089555383,-0.022421333424312295,-0.017595304164256476,-0.010256337709370733
2006-04-26,0.020594813801154244,0.018348558599175613,0.02985093719766474,-0.04663214842130836
2006-04-27,-0.033631969750238744,-0.027026886077877954,-0.02608723355411313,-0.0013589358496572945
2006-04-28,0.030162466819304568,0.002314650860334666,0.013392826037690764,0.013605598772953975
2006-05-02,0.0,-0.004618706741104095,-0.013215828742399793,-0.006711238751448412
2006-05-03,0.0,-0.009280660101316118,-0.0029760917128937026,0.017567316694082846
2006-05-04,0.006756481657271163,0.06791542145280371,0.007462497406017343,0.006640426370618346
2006-05-05,0.0044742648112667815,0.006579026113714637,0.014814912353821708,0.007915388357346842
2006-05-08,0.006681465536438891,0.008714610491890484,0.013138655519137732,0.06937183692142046
2006-05-09,-0.011061890831281507,-0.015118880766655352,-0.020173042149507214,-0.013464132955780528
2006-05-10,-0.04697989162127303,0.004385836056345571,-0.022058911916185364,0.00124068615477535
2006-05-11,-0.014084559585298972,0.013100595164796225,0.0015041872182930405,0.027261500610857636
2006-05-12,-0.019047507183796997,-0.023707090526164154,-0.025525746307916597,-0.0349819942192493
2006-05-15,-0.014562919157351861,-0.028697463742981766,-0.026194071640171512,-0.02499982758739594
2006-05-16,0.0024628452945636425,-0.015909094326317375,-0.012658435274553348,0.0012819243247321754
2006-05-17,0.036855010072117445,0.011547483049765495,0.020833345256306757,-0.003841202510080133
2006-05-18,-0.03358138695580537,0.0,-0.05215015454197813,-0.15756927026718126
2006-05-19,0.009708249190708562,0.0,0.0,-0.013210042502815322
2006-05-22,-0.03833998260094906,-0.031963378503194195,0.006988985744367016,0.11325325169343414
2006-05-23,0.015151487282251797,-0.03773570921677005,0.004933981033913071,-0.03888880977776077
2006-05-24,0.0,-0.0024514143340192973,-0.0016366071103860458,0.04046234210296573
2006-05-25,-0.009950148367268263,-0.02702704899312991,-0.01967180505140176,-0.013888600647671057
2006-05-26,-0.007537715614054585,0.047979961458238574,-0.00501708546821511,-0.014084858183317728
2006-05-29,-0.007620193949828158,0.0,-0.022588259050912107,-0.12677797624384202
2006-05-30,0.010229745479810592,-0.012048336821381178,0.035147019270381774,0.15500007258424042
2006-06-01,0.010100824305921519,-0.024389933973595457,0.019933354012449334,0.04957524635789379
2006-06-02,0.015000389027117755,0.03999995451672689,0.017915493321830178,0.01079620633417222
2006-06-05,-0.034483096062627894,-0.03846149640969376,-0.03359977317208884,-0.041388468851195515
2006-06-06,-0.005102032197862982,0.014999866651312699,0.006622360803139493,0.043175433954560694
2006-06-07,-0.0205126158963308,-0.014778195686665607,-0.011513296792383665,-0.06275068495437874
2006-06-08,-0.0157069496771427,-0.037500028427045806,-0.06988325798051176,-0.0683759345894317
2006-06-09,0.021276470219440125,0.0,0.046511492543564126,0.018348919245380513
2006-06-12,-0.005208066139439471,0.005194651768343439,-0.01709419391177258,-0.015015321418423433
2006-06-13,-0.04450274962408207,0.002584010249284008,-0.022608774861457626,-0.06097554137909622
2006-06-14,0.01643850850534956,0.010309294830123994,0.033808053557648154,-0.01785709354308851
2006-06-15,-0.002695457238932275,0.025510191703794982,-0.022375358790045374,-0.0016530329948486466
2006-06-16,0.01351335389531716,0.022387915394928015,0.04577494847583341,0.01986764192069934
2006-06-19,-0.0026667062205133485,-0.007298855171296692,0.0,-0.027597211035928715
2006-06-20,-0.02406408638429025,-0.06862754139529648,-0.009839949434511719,-0.04507518722833748
2006-06-21,0.013698741969669248,0.0,0.010968797560426458,-0.020979033344993625
2006-06-22,0.032432460970231114,0.044736497344125103,0.04339935390819871,0.06964294012373973
2006-06-23,-0.020942628460171475,-0.0075565580556608,-0.019063575995278415,0.020033399489098436
2006-06-26,0.01069525770246238,0.010152300778190293,0.007066817799954439,0.0016365742630657376
2006-06-27,0.005291083611436154,-0.002512696723240282,0.007017487295286395,-0.01960808029753225
2006-06-28,-0.007894853089358334,-0.027707622559335232,-0.022647982706701097,-0.023333250830703145
2006-06-29,0.007957677786414541,0.010362603276017124,0.010695264906941837,0.010238837156826275
2006-06-30,0.021052680187266137,0.025641226810285023,0.029982134198528465,0.013513498820449277
2006-07-03,0.0,0.0,0.0017124573117883735,-0.0049996593892961405
2006-07-04,0.0,0.02000013231497655,0.0051282740334659405,0.026800401052211376
2006-07-05,-0.012886701743667128,-0.0196079703142632,-0.018707816754862883,-0.01794441125155466
2006-07-06,0.0,-0.00750029512442052,-0.010398052537286206,0.003322083046424451
2006-07-07,0.0026108317619673027,0.007556974664653104,-0.003503017686678267,0.018212100244422436
2006-07-10,0.010416908263834568,0.004999852179361941,0.0,0.009756029001646516
2006-07-11,-0.010309514991919122,-0.009950264619706495,-0.008787421905923187,-0.024154643379311946
2006-07-12,-0.005208066139439471,-0.005025289555935397,0.012411821777197574,-0.006600538625316621
2006-07-13,-0.026178047227368828,-0.025252309039103915,-0.014011101312646046,-0.004983277316110035
2006-07-14,-0.026881670187134388,-0.031088238309238903,-0.02131409021095232,-0.03839743856912581
2006-07-17,-0.027624439255994893,-0.04278071141651463,-0.023593493287547562,-0.03645823688339356
2006-07-18,0.005681808027746538,0.008379757929140697,0.005576626239899074,0.014414311721585804
2006-07-19,0.014124502504569314,-0.0027700021957055565,-0.00554569994407228,-0.012433468546718562
2006-07-20,0.02506935761229423,0.058333577403995474,0.04460964885294705,0.03956848393676915
2006-07-21,-0.008152114992954984,-0.013123623346822377,-0.02313163427442455,-0.01038062889265634
2006-07-24,-0.016438145670422344,-0.034574116534428656,-0.036429712468117326,0.0
2006-07-25,0.0027853714600227786,0.00550925088494747,0.017013039849518963,0.020979033344993514
2006-07-26,-0.021123340887018505,0.0,-0.003122499135211343,-0.14902460933594397
